0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.41,,,,,,648.18,,,,,,647.81,,,,,,647.21,,,,,,,,,,,647,,,,,,646.86,,,,,647.68,,,,,,647.87,,,,,,,,,,,,,,,,,649.84,,,,,,,,,,,,650.92,,,,,,651.24,,,,,,,,,,,,,,,,,,,,,,,650.48,,,,,,,,,,,649.74,,,,,,649.88,,,,,,649.81,,,,,650.14,,,,,,,,,,,,650.58,,,,,,,,,,,,650.44,,,,,650.28,,,,,,650.16,,,,,,649.66,,,,,,,,,,,,649.52,,,,,,,,,,649.58,,,,,,,,,,,649.47,,,,,650.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.31,,,,,,647.05,,,,,,647.12,,,,,,,,,,,,,,,,,,,,,,,648.75,,,,,648.74,,,,,,649.64,,,,,,649.98,,,,,,,,,,,,,,,,,651.53,,,,,,651.47,,,,,,651.29,,,,,,,,,,,650.1,,,,,,,,,,,,649.76,,,,,,,,,,,,,,,,,650.01,,,,,650.48,,,,,,,650.2,,,,,650.4,,,,,,,,,,,,,,,,,,,,,,,649.56,,,,,,,,,,,649.41,,,,,649.5,,,,,,649.43,,,,,649.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.81,,,,,648.45,,,,,,648.09,,,,,,,,,,,,,,,,,,,,,,,646.84,,,,,,647.29,,,,,647.59,,,,,,648.58,,,,,,648.5,,,,,,,,,,,,,,,,,650.76,,,,,,651.16,,,,,,,,,,,,,,,,,,,,,,,650.4,,,,,,,,,,,,649.63,,,,,,,,,,,649.65,,,,,,650.01,,,,,,,,,,,,,,,,,650.15,,,,,,,,,,,,650.21,,,,,650.14,,,,,,649.66,,,,,,649.44,,,,,,649.37,,,,,,,,,,,,,,,649.36,,,,,,,,,,,650.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.07,,,,,,,,,,,,,,,,,647.44,,,,,,647.07,,,,,,647.11,,,,,,646.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.44,,,,,,649.64,,,,,,,,,,,,,,,,,,651.5,,,,,651.49,,,,,,651.3,,,,,,,,,,,,649.98,,,,,,,,,,,649.72,,,,,,,,,,,,,,,,,649.95,,,,,,650.42,,,,,,,,,,,,650.36,,,,,,,,,,,,,,,,,649.7,,,,,,,,,,,649.28,,,,,649.27,,,,,,649.46,,,,,,,,,,,649.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.72,,,,,,648.24,,,,,,,,,,,647.17,,,,,,,,,,,,,,,,,647.14,,,,,,647.28,,,,,,648.29,,,,,648.18,,,,,,,,,,,,,,,,,650.58,,,,,,,651.01,,,,,,,,,,,651.46,,,,,,651.29,,,,,,650.32,,,,,649.89,,,,,,649.57,,,,,,,,,,,,649.6,,,,,649.96,,,,,,,,,,,,,,,,,,650.11,,,,,,,,,,,650.23,,,,,,650.26,,,,,,,,,,,649.44,,,,,,,,,,,,,,,,649.37,,,,,,649.48,,,,,,,,,,,650.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.4,,,,,,,,,,,648.48,,,,,,647.59,,,,,,,,,,,,647,,,,,646.85,,,,,,646.94,,,,,,,,,,,,,,,,,,,,,,,649.13,,,,,,649.33,,,,,,,,,,,,,,,,,651.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.59,,,,,,,,,,,,,,,,,649.87,,,,,650.31,,,,,,,,,,,,650.33,,,,,,,,,,,,,,,,,649.69,,,,,,,,,,,,649.24,,,,,649.3,,,,,,,,,,,,,,,,649.22,,,,,,649.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.96,,,,,,,,,,,647.81,,,,,,647.19,,,,,,646.98,,,,,,,,,,,,,,,,,646.99,,,,,,648.02,,,,,,648.03,,,,,,,,,,,,,,,,,650.38,,,,,,650.7,,,,,,,,,,,651.29,,,,,,651.24,,,,,,650.32,,,,,,649.75,,,,,,649.55,,,,,,,,,,,649.57,,,,,,649.9,,,,,,,,,,,,,,,,,650.08,,,,,,,,,,,,650.21,,,,,650.3,,,,,,,,,,,,649.38,,,,,,,,,,,,,,,,649.29,,,,,649.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.74,,,,,,649.17,,,,,,648.68,,,,,,,,,,,,,,,,,,,,,,646.85,,,,,,646.87,,,,,,,,,,,,,,,,,,,,,,,648.86,,,,,,648.97,,,,,,,,,,,,,,,,,651.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.52,,,,,,,,,,,649.83,,,,,,649.91,,,,,,650.21,,,,,,649.95,,,,,,650.26,,,,,650.19,,,,,,650.3,,,,,,649.78,,,,,649.41,,,,,,649.11,,,,,649.16,,,,,,,,,,,649.13,,,,,,649.09,,,,,649.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.94,,,,,,647.37,,,,,,646.87,,,,,,,,,,,,,,,,,646.85,,,,,647.72,,,,,,647.67,,,,,,,,,,,,,,,,,650.04,,,,,,650.4,,,,,,651.28,,,,,,651.17,,,,,,651.2,,,,,650.2,,,,,,649.75,,,,,,649.46,,,,,,,,,,,649.5,,,,,,,,,,,,649.9,,,,,650.1,,,,,,,,,,,,650.24,,,,,,,,,,,,,,,,,649.75,,,,,,,,,,,,,,,,,649.12,,,,,649.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.93,,,,,,649.42,,,,,,648.91,,,,,,,,,,,,,,,,,646.91,,,,,,646.89,,,,,,646.81,,,,,,,,,,,,,,,,,,,,,,,648.6,,,,,648.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.71,,,,,,,,,,,649.46,,,,,,,,,,,,649.7,,,,,,,,,,,,,,,,,649.88,,,,,,,,,,,,650.13,,,,,650.32,,,,,,,,,,,,649.3,,,,,,649.12,,,,,,,,,,,,,,,649.05,,,,,,649.06,,,,,649.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.05,,,,,,647.52,,,,,,,,,,,,,,,,,,,,,,,646.71,,,,,,647.42,,,,,647.39,,,,,,648.35,,,,,,,,,,,,649.67,,,,,,649.88,,,,,651.01,,,,,,650.86,,,,,,651.14,,,,,,650.09,,,,,,,,,,,649.46,,,,,,649.41,,,,,,649.42,,,,,,,,,,,649.82,,,,,,650,,,,,,,,,,,650.14,,,,,,,,,,,,,,,,,,649.82,,,,,,649.47,,,,,649.12,,,,,,,,,,,649.09,,,,,,,,,,,,,,,,649.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.09,,,,,649.65,,,,,,,649.14,,,,,648.26,,,,,,647.69,,,,,,646.94,,,,,646.86,,,,,,646.8,,,,,,,,,,,647.26,,,,,,,,,,,,,,,,,,648.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.95,,,,,,,,,,,649.6,,,,,,,,,,,,,,,,,,,,,,,649.67,,,,,,,,,,,,,,,,,649.83,,,,,,,,,,,,650.1,,,,,,650.33,,,,,,,,,,,,,,,,,,,,,,,649,,,,649.03,,,,,,648.96,,,,,,649.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.3,,,,,,,,,,,,649.47,,,,,,,,,,,,,,,,,647.02,,,,,,,,,,,,646.76,,,,,,646.64,,,,,,,,,,,647.12,,,,,,648.1,,,,,,,,,,,649.39,,,,,,649.3,,,,,,650.78,,,,,,650.49,,,,,,,,,,,650.01,,,,,,,,,,,,649.52,,,,,649.33,,,,,,649.41,,,,,,,,,,,,649.88,,,,,649.97,,,,,,,,,,,,650.09,,,,,,,,,,,650.32,,,,,,649.93,,,,,,649.56,,,,,,649.22,,,,,649.01,,,,,,,,,,,,,,,,649.35,,,,,,649.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.92,,,,,,,,,,,648.44,,,,,,647.87,,,,,,,,,,,,646.91,,,,,,,,,,,646.57,,,,,,647.06,,,,,,,,,,,,,,,,,648.06,,,,,,649.1,,,,,,,,,,,,,,,,,,,,,,,650.81,,,,,,,,,,,,649.57,,,,,,,,,,,,,,,,,,,,,,,649.73,,,,,,,,,,,649.99,,,,,,649.78,,,,,,,,,,,649.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.99,,,,,648.95,,,,,,,,,,,649.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.47,,,,,,,,,,,649.69,,,,,,,,,,,,,,,,,,647.15,,,,,,,,,,,646.74,,,,,,,,,,,,,,,,,646.86,,,,,,647.87,,,,,,,,,,,,,,,,,648.85,,,,,,650.37,,,,,,650.06,,,,,,,,,,,,649.9,,,,,649.58,,,,,,649.51,,,,,,649.38,,,,,,649.47,,,,,649.75,,,,,,649.88,,,,,,,,,,,649.77,,,,,,649.99,,,,,,,,,,,,650.3,,,,,,649.9,,,,,649.58,,,,,,649.36,,,,,,648.99,,,,,,,,,,648.94,,,,,,649.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.24,,,,,,,,,,,,648.8,,,,,,648.15,,,,,647.31,,,,,,646.99,,,,,,,,,,,,646.66,,,,,646.82,,,,,,,,,,,,,,,,,,647.77,,,,,648.63,,,,,,,,,,,,649.96,,,,,,,,,,,,650.65,,,,,649.67,,,,,,,,,,,,,,,,,,,,,,,649.54,,,,,,,,,,,,,,,,,650,,,,,,,,,,,,649.86,,,,,,649.95,,,,,,,,,,,649.91,,,,,,649.66,,,,,,,,,,,,,,,,649.05,,,,,,,,,,,,,,,,,649.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.65,,,,,,,,,,,,650.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.7,,,,,,,,,,,,,,,,,646.63,,,,,647.55,,,,,,,,,,,,,,,,,,648.44,,,,,,,,,,,649.64,,,,,,650.39,,,,,,,,,,,,649.52,,,,,,649.64,,,,,649.39,,,,,,,,,,,,649.75,,,,,,650.01,,,,,,,,,,,649.79,,,,,,,,,,,649.86,,,,,,650.23,,,,,,,,,,,,,,,,,,649.33,,,,,649.06,,,,,649.03,,,,,648.81,,,,,,648.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.47,,,,,,,,,,,648.97,,,,,,648.33,,,,,,647.38,,,,,,647.11,,,,,,,,,,,646.69,,,,,,646.65,,,,,,,,,,,,,,,,,647.49,,,,,,648.36,,,,,,,,,,,649.6,,,,,,,,,,,,,,,,,,649.57,,,,,,,,,,,649.69,,,,,,,,,,,649.56,,,,,,,,,,,,650.05,,,,,,650.05,,,,,,,,,,,649.82,,,,,,,,,,,,650.2,,,,,,649.93,,,,,649.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.81,,,,,650.73,,,,,,650.25,,,,,,649.28,,,,,,648.6,,,,,,,,,,,,,,,,,646.63,,,,,,,,,,,,,,,,,646.51,,,,,,647.35,,,,,,,,,,,,,,,,,648.07,,,,,,,,,,,,649.19,,,,,650.11,,,,,,,,,,,,649.51,,,,,,,,,,,,649.45,,,,,,,,,,,649.81,,,,,,,,,,,,,,,,,649.77,,,,,,,,,,,,649.73,,,,,,,,,,,,,,,,,,,,,,,649.43,,,,,649.12,,,,,648.99,,,,,,648.82,,,,,,648.72,,,,,649.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.51,,,,,,,,,,,,,,,,,647.48,,,,,,647.27,,,,,,646.68,,,,,646.72,,,,,,646.63,,,,,,,,,,,647.01,,,,,,647.25,,,,,,648.06,,,,,,,,,,,,649.19,,,,,,,,,,,,,,,,,649.43,,,,,,,,,,,649.81,,,,,,,,,,,,649.59,,,,,,,,,,,650.09,,,,,,650.08,,,,,,649.81,,,,,,649.73,,,,,,,,,,,650.1,,,,,,649.87,,,,,,649.77,,,,,649.42,,,,,,,,,,,,,,,,648.78,,,,,,648.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.93,,,,,,650.96,,,,,,,,,,,649.54,,,,,,649,,,,,,647.63,,,,,,647.45,,,,,,,,,,,,,,,,,646.49,,,,,,646.43,,,,,,,,,,,,,,,,,,,,,,,647.81,,,,,,,,,,,648.67,,,,,,649.78,,,,,,,,,,,,649.5,,,,,,,,,,,649.62,,,,,,,,,,,649.83,,,,,,,,,,,,650.1,,,,,,,,,,,649.69,,,,,,649.63,,,,,,,,,,,,,,,,,,649.8,,,,,,,,,,,649.14,,,,,648.97,,,,,,,,,,,,,,,,649.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.81,,,,,,646.8,,,,,,,,,,,,,,,,,646.81,,,,,,646.97,,,,,,647.82,,,,,,,,,,,648.75,,,,,,,,,,,,,,,,,649.3,,,,,,649.58,,,,,,649.9,,,,,,649.74,,,,,649.68,,,,,,,,,,,,650.13,,,,,,,,,,,,649.82,,,,,,,,,,,,,,,,,650.05,,,,,,649.77,,,,,,,,,,,649.49,,,,,649.17,,,,,648.91,,,,,,648.73,,,,,,648.62,,,,,649.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.08,,,,,651.17,,,,,,,,,,,,649.83,,,,,,649.2,,,,,647.97,,,,,,647.71,,,,,,,,,,,,,,,,,646.54,,,,,,646.43,,,,,,,,,,,,,,,,,,,,,,,647.6,,,,,,648.42,,,,,,648.3,,,,,649.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.88,,,,,,,,,,,650.13,,,,,,,,,,,,649.62,,,,,,649.58,,,,,649.98,,,,,,649.72,,,,,,649.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.97,,,,,646.97,,,,,,,,,,,,,,,,,646.62,,,,,,646.79,,,,,,647.61,,,,,,,,,,,,,,,,,,,,,,,649.24,,,,,,649.15,,,,,649.65,,,,,,650.01,,,,,,649.81,,,,,,649.78,,,,,649.9,,,,,,650.14,,,,,,,,,,,,649.85,,,,,,,,,,,649.54,,,,,,,,,,,,,,,,,,,,,,,649.51,,,,,,649.33,,,,,649.01,,,,,648.8,,,,,,648.57,,,,,648.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
